Approved symbol,UniProt ID(supplied by UniProt),NCBI Gene ID(supplied by NCBI)
YIPF3,Q9GZM5,25844
OR8D2,Q9GZM6,283160
TINAGL1,Q9GZM7,64129
NDEL1,Q9GZM8,81565
GPR88,Q9GZN0,54112
ACTR6,Q9GZN1,64431
TGIF2,Q9GZN2,60436
PRSS22,Q9GZN4,64063
SLC6A16,Q9GZN6,28968
ROGDI,Q9GZN7,79641
C20orf27,Q9GZN8,54976
PDGFD,Q9GZP0,80310
NRSN2,Q9GZP1,80023
PITHD1,Q9GZP4,57095
VN1R1,Q9GZP7,57191
C19orf33,Q9GZP8,64073
DERL2,Q9GZP9,51009
COMMD5,Q9GZQ3,28991
NMUR2,Q9GZQ4,56923
NPFFR1,Q9GZQ6,64106
MAP1LC3B,Q9GZQ8,81631
SENP6,Q9GZR1,26054
REXO4,Q9GZR2,57109
ELOVL4,Q9GZR5,6785
DDX24,Q9GZR7,57062
DNAI2,Q9GZS0,64446
POLR1E,Q9GZS1,64425
WDR61,Q9GZS3,80349
CHST5,Q9GZS9,23563
SLIRP,Q9GZT3,81892
SRR,Q9GZT4,63826
WNT10A,Q9GZT5,80326
CCDC90B,Q9GZT6,60492
NIF3L1,Q9GZT8,60491
EGLN1,Q9GZT9,54583
C6orf62,Q9GZU0,81688
MCOLN1,Q9GZU1,57192
PEG3,Q9GZU2,5178
TMEM39B,Q9GZU3,55116
NYX,Q9GZU5,60506
CTDSP1,Q9GZU7,58190
PSME3IP1,Q9GZU8,80011
ANKRD2,Q9GZV1,26287
SLC5A7,Q9GZV3,60482
EIF5A2,Q9GZV4,56648
WWTR1,Q9GZV5,25937
HAPLN2,Q9GZV7,60484
PRDM14,Q9GZV8,63978
FGF23,Q9GZV9,8074
SCAND2P,Q9GZW5,54581
MS4A7,Q9GZW8,58475
CHST6,Q9GZX3,4166
ZNF350,Q9GZX5,59348
IL22,Q9GZX6,50616
AICDA,Q9GZX7,57379
TWSG1,Q9GZX9,57045
NXF2,Q9GZY0,56001
NXF2B,Q9GZY0,728343
PBOV1,Q9GZY1,59351
COA1,Q9GZY4,55744
LAT2,Q9GZY6,7462
MFF,Q9GZY8,56947
HOXD1,Q9GZZ0,3231
NAA50,Q9GZZ1,80218
CHRNA10,Q9GZZ6,57053
GFRA4,Q9GZZ7,64096
LACRT,Q9GZZ8,90070
UBA5,Q9GZZ9,79876
MKRN2,Q9H000,23609
LHPP,Q9H008,64077
NACA2,Q9H009,342538
ADAM19,Q9H013,8728
SLC22A4,Q9H015,6583
MTFR1L,Q9H019,56181
SPRTN,Q9H040,83932
TMEM126A,Q9H061,84233
MAF1,Q9H063,84232
DRC3,Q9H069,83450
PAIP1,Q9H074,10605
CLPB,Q9H078,81570
KATNBL1,Q9H079,79768
MIS12,Q9H081,79003
RAB33B,Q9H082,83452
LSG1,Q9H089,55341
ZMYND15,Q9H091,84225
NUAK2,Q9H093,81788
NBPF3,Q9H094,84224
IQCG,Q9H095,84223
FAM107B,Q9H098,83641
NAT10,Q9H0A0,55226
TMEM191A,Q9H0A3,84222
RNF32,Q9H0A6,140545
COMMD4,Q9H0A8,54939
SPATC1L,Q9H0A9,84221
IQCN,Q9H0B3,80726
KLC2,Q9H0B6,64837
CRISPLD2,Q9H0B8,83716
ZMYND12,Q9H0C1,84217
SLC25A31,Q9H0C2,83447
TMEM117,Q9H0C3,84216
BTBD1,Q9H0C5,53339
ILKAP,Q9H0C8,80895
ZNF541,Q9H0D2,84215
XRN2,Q9H0D6,22803
TOLLIP,Q9H0E2,54472
SAP130,Q9H0E3,79595
USP44,Q9H0E7,84101
BRD8,Q9H0E9,10902
RNF38,Q9H0F5,152006
SHARPIN,Q9H0F6,81858
ARL6,Q9H0F7,84100
NSRP1,Q9H0G5,84081
INTS2,Q9H0H0,57508
KLHL25,Q9H0H3,64410
RACGAP1,Q9H0H5,29127
CYP4F30P,Q9H0H9,100132708
ENKD1,Q9H0I2,84080
CCDC113,Q9H0I3,29070
TKTL2,Q9H0I9,84076
QRICH2,Q9H0J4,84074
PARP12,Q9H0J9,64761
SIK2,Q9H0K1,23235
RSPH6A,Q9H0K4,81492
PUS7L,Q9H0K6,83448
CSTF2T,Q9H0L4,23283
WWP1,Q9H0M0,11059
ZCWPW1,Q9H0M4,55063
ZNF700,Q9H0M5,90592
RAB6C,Q9H0N0,84084
PCBD2,Q9H0N5,84105
NT5C3A,Q9H0P0,51251
AGPAT4-IT1,Q9H0P7,79992
CYRIA,Q9H0Q0,81553
FXYD6,Q9H0Q3,53826
AP5M1,Q9H0R1,55745
TMEM222,Q9H0R3,84065
HDHD2,Q9H0R4,84064
GBP3,Q9H0R5,2635
QRSL1,Q9H0R6,55278
GABARAPL1,Q9H0R8,23710
DDX47,Q9H0S4,51202
RAB17,Q9H0T7,64284
MAGT1,Q9H0U3,84061
RAB1B,Q9H0U4,81876
MRPL18,Q9H0U6,29074
TSPYL1,Q9H0U9,7259
TMEM168,Q9H0V1,64418
LMAN2L,Q9H0V9,81562
CCDC8,Q9H0W5,83987
THAP2,Q9H0W7,83591
SMG9,Q9H0W8,56006
C11orf54,Q9H0W9,28970
FAM234A,Q9H0X4,83986
RNF208,Q9H0X6,727800
OSBPL5,Q9H0X9,114879
ATG10,Q9H0Y0,83734
RBM38,Q9H0Z9,55544
SIRPD,Q9H106,128646
CST11,Q9H112,140880
CSTL1,Q9H114,128817
NAPB,Q9H115,63908
GZF1,Q9H116,64412
DNTTIP1,Q9H147,116092
SLITRK2,Q9H156,84631
PCDHAC1,Q9H158,56135
CDH19,Q9H159,28513
ING2,Q9H160,3622
ALX4,Q9H161,60529
BCL11A,Q9H165,53335
STMN4,Q9H169,81551
ZBP1,Q9H171,81030
ABCG4,Q9H172,64137
SIL1,Q9H173,64374
CSRNP2,Q9H175,81566
SDCBP2,Q9H190,27111
MUC3B,Q9H195,57876
METTL9,Q9H1A3,51108
ANAPC1,Q9H1A4,64682
POLR2J3,Q9H1A7,548644
NXF5,Q9H1B4,55998
XYLT2,Q9H1B5,64132
IRF2BPL,Q9H1B7,64207
LPAR5,Q9H1C0,57121
GLT8D2,Q9H1C3,83468
UNC93B1,Q9H1C4,81622
CYSTM1,Q9H1C7,84418
TRPV6,Q9H1D0,55503
POLR3F,Q9H1D9,10621
RNASE7,Q9H1E1,84659
NUCKS1,Q9H1E3,64710
TMX4,Q9H1E5,56255
WFDC10A,Q9H1F0,140832
GTSF1L,Q9H1H1,149699
KIF13A,Q9H1H9,63971
ASCC2,Q9H1I8,84164
UPF3A,Q9H1J1,65110
WNT8A,Q9H1J5,7478
WNT5B,Q9H1J7,81029
RBSN,Q9H1K0,64145
ISCU,Q9H1K1,23479
SLC25A18,Q9H1K4,83733
TLNRD1,Q9H1K6,59274
MIR1-1HG,Q9H1L0,128826
NUP62CL,Q9H1M0,54830
DEFB129,Q9H1M3,140881
DEFB127,Q9H1M4,140850
SLC35B3,Q9H1N7,51000
OSBPL2,Q9H1P3,9885
C20orf85,Q9H1P6,128602
PCED1A,Q9H1Q7,64773
DUSP15,Q9H1R2,128853
MYLK2,Q9H1R3,85366
MEGF9,Q9H1U4,1955
SLC25A51,Q9H1U9,92014
SLC6A17,Q9H1V8,388662
RSPH9,Q9H1X1,221421
DNAJC25,Q9H1X3,548645
ATG5,Q9H1Y0,9474
OPN3,Q9H1Y3,23596
WDR13,Q9H1Z4,64743
ECRG4,Q9H1Z8,84417
TSPAN10,Q9H1Z9,83882
EPN3,Q9H201,55040
MED28,Q9H204,80306
OR2AG1,Q9H205,144125
OR10A5,Q9H207,144124
OR10A2,Q9H208,341276
OR10A4,Q9H209,283297
OR2D2,Q9H210,120776
CDT1,Q9H211,81620
MAGEH1,Q9H213,28986
ABCG8,Q9H221,64241
ABCG5,Q9H222,64240
EHD4,Q9H223,30844
GBA3,Q9H227,57733
S1PR5,Q9H228,53637
PORCN,Q9H237,64840
MMP28,Q9H239,79148
P2RY12,Q9H244,64805
C1orf21,Q9H246,81563
CDH23,Q9H251,64072
KCNH6,Q9H252,81033
SPTBN4,Q9H254,57731
OR51E2,Q9H255,81285
CARD9,Q9H257,64170
VPS33B,Q9H267,26276
VPS16,Q9H269,64601
VPS11,Q9H270,55823
IL25,Q9H293,64806
DCSTAMP,Q9H295,81501
SH3BGRL3,Q9H299,83442
ALDH8A1,Q9H2A2,64577
NEUROG2,Q9H2A3,63973
CXCL16,Q9H2A7,58191
CHST8,Q9H2A9,64377
SYT4,Q9H2B2,6860
SLC26A1,Q9H2B4,10861
GAN,Q9H2C0,8139
LHX5,Q9H2C1,64211
ARV1,Q9H2C2,64801
OR52A5,Q9H2C5,390054
OR51V1,Q9H2C8,283111
SLC25A32,Q9H2D1,81034
TRIOBP,Q9H2D6,11078
SEMA6A,Q9H2E6,57556
HSD3B7,Q9H2F3,80270
EPC1,Q9H2F5,80314
CCDC68,Q9H2F9,80323
SLK,Q9H2G2,9748
TSPYL2,Q9H2G4,64061
BLZF1,Q9H2G9,8548
CXXC4,Q9H2H0,80319
PPIL3,Q9H2H8,53938
SLC38A1,Q9H2H9,81539
LRMDA,Q9H2I8,83938
ARRDC1-AS1,Q9H2J1,85026
PDCL3,Q9H2J4,79031
SLC6A15,Q9H2J7,55117
MTIF3,Q9H2K0,219402
TNKS2,Q9H2K2,80351
TAOK3,Q9H2K8,51347
TMEM60,Q9H2L4,85025
RASSF4,Q9H2L5,83937
BHMT2,Q9H2M3,23743
RAB3GAP2,Q9H2M9,25782
ADNP,Q9H2P0,23394
DPH5,Q9H2P9,51611
KLK15,Q9H2R5,55554
KCNN2,Q9H2S1,3781
RNF39,Q9H2S5,80352
TNMD,Q9H2S6,64102
IKZF4,Q9H2S9,64375
RANBP17,Q9H2T7,64901
DHX36,Q9H2U1,170506
PPA2,Q9H2U2,27068
LINC00597,Q9H2U6,81698
ADAM7,Q9H2U9,8756
SPNS1,Q9H2V7,83985
MS4A6A,Q9H2W1,64231
MIXL1,Q9H2W2,83881
MRPL46,Q9H2W6,26589
CHRD,Q9H2X0,8646
CLEC4M,Q9H2X3,10332
HIPK2,Q9H2X6,28996
IFI27L2,Q9H2X8,83982
SLC12A5,Q9H2X9,57468
ZNF106,Q9H2Y7,64397
SLCO5A1,Q9H2Y9,81796
NKX2-4,Q9H2Z4,644524
PARL,Q9H300,55486
CDIP1,Q9H305,29965
MMP27,Q9H306,64066
PNN,Q9H307,5411
RHBG,Q9H310,57127
TTYH1,Q9H313,57348
VCX,Q9H320,26609
VCX3B,Q9H321,425054
VCX2,Q9H322,51480
ADAMTS10,Q9H324,81794
EPB41L4B,Q9H329,54566
TMEM245,Q9H330,23731
FOXP1,Q9H334,27086
CRISPLD1,Q9H336,83690
OR51B5,Q9H339,282763
OR51B6,Q9H340,390058
OR51M1,Q9H341,390059
OR51J1,Q9H342,79470
OR51I1,Q9H343,390063
OR51I2,Q9H344,390064
OR52D1,Q9H346,390066
UBQLN3,Q9H347,50613
PABPC3,Q9H361,5042
GGNBP2,Q9H3C7,79893
TP63,Q9H3D4,8626
SNX25,Q9H3E2,83891
KCTD10,Q9H3F6,83892
CPVL,Q9H3G5,54504
TRIT1,Q9H3H1,54802
C11orf68,Q9H3H3,83638
DPAGT1,Q9H3H5,1798
TCEAL2,Q9H3H9,140597
MTRFR,Q9H3J6,91574
GHITM,Q9H3K2,27069
BOLA2,Q9H3K6,552900
BOLA2B,Q9H3K6,654483
MMADHC,Q9H3L0,27249
KCNF1,Q9H3M0,3754
TXNIP,Q9H3M7,10628
ATXN3L,Q9H3M9,92552
TMX1,Q9H3N1,81542
HRH4,Q9H3N8,59340
NELFA,Q9H3P2,7469
ACBD3,Q9H3P7,64746
CDC42EP4,Q9H3Q1,23580
GAL3ST2,Q9H3Q3,64090
KDM4C,Q9H3R0,23081
NDST4,Q9H3R1,64579
MUC13,Q9H3R2,56667
CENPH,Q9H3R5,64946
SEMA4A,Q9H3S1,64218
TMPRSS5,Q9H3S3,80975
TPK1,Q9H3S4,27010
PIGM,Q9H3S5,93183
PTPN23,Q9H3S7,25930
SEMA6C,Q9H3T2,10500
SEMA6B,Q9H3T3,10501
UNC45A,Q9H3U1,55898
MFSD1,Q9H3U5,64747
SMOC2,Q9H3U7,64094
MS4A5,Q9H3V2,64232
LRRN3,Q9H3W5,54674
R3HDML,Q9H3Y0,140902
SRMS,Q9H3Y6,6725
PPDPF,Q9H3Y8,79144
DNAJC5,Q9H3Z4,80331
ABHD16B,Q9H3Z7,140701
LIME1,Q9H400,54923
DSN1,Q9H410,79980
HIPK3,Q9H422,10114
C1orf198,Q9H425,84886
RIMS4,Q9H426,140730
KCNK15,Q9H427,60598
CHMP4B,Q9H444,128866
RWDD1,Q9H446,51389
FZD8,Q9H461,8325
CUEDC2,Q9H467,79004
FBXL15,Q9H469,79176
RBKS,Q9H477,64080
KCNQ1DN,Q9H478,55539
FN3K,Q9H479,64122
POFUT1,Q9H488,23509
TSPY26P,Q9H489,128854
PIGU,Q9H490,128869
MAP1LC3A,Q9H492,84557
TOR3A,Q9H497,64222
WNK1,Q9H4A3,65125
RNPEP,Q9H4A4,6051
GOLPH3L,Q9H4A5,55204
GOLPH3,Q9H4A6,64083
DPEP2,Q9H4A9,64174
OSGEPL1,Q9H4B0,64172
PLK3,Q9H4B4,1263
SAV1,Q9H4B6,60485
TUBB1,Q9H4B7,81027
DPEP3,Q9H4B8,64180
CLSTN2,Q9H4D0,64084
NXF3,Q9H4D5,56000
RHOJ,Q9H4E5,57381
DEF6,Q9H4E7,50619
ST6GALNAC4,Q9H4F1,27090
SMOC1,Q9H4F8,64093
EPB41L1,Q9H4G0,2036
CST9L,Q9H4G1,128821
GLIPR2,Q9H4G4,152007
DPH3P1,Q9H4G8,100132911
FAM83D,Q9H4H8,81610
RAD21L1,Q9H4I0,642636
ZHX3,Q9H4I2,23051
TRABD,Q9H4I3,80305
SERHL2,Q9H4I8,253190
SMDT1,Q9H4I9,91689
RIBC2,Q9H4K1,26150
MTG2,Q9H4K7,26164
SENP3,Q9H4L4,26168
OSBPL3,Q9H4L5,26031
SMARCAD1,Q9H4L7,56916
FBXO44,Q9H4M3,93611
PLEKHA4,Q9H4M7,57664
EHD1,Q9H4M9,10938
RNF41,Q9H4P4,10193
PRDM13,Q9H4Q3,59336
PRDM12,Q9H4Q4,59335
NCOR1P1,Q9H4R4,149934
GSX1,Q9H4S2,219409
ZSCAN16,Q9H4T2,80345
EBF3,Q9H4W6,253738
RGCC,Q9H4X1,28984
GSTO2,Q9H4Y5,119391
ZNF335,Q9H4Z2,63925
PCIF1,Q9H4Z3,63935
ESF1,Q9H501,51575
BANF2,Q9H503,140836
KLHL31,Q9H511,401265
ALG2,Q9H553,85365
ANKRD19P,Q9H560,138649
ACTL8,Q9H568,81569
MROH8,Q9H579,140699
ZNF644,Q9H582,84146
HEATR1,Q9H583,55127
DUSP21,Q9H596,63904
SLC32A1,Q9H598,140679
C11orf1,Q9H5F2,64776
ZNF768,Q9H5H4,79724
SUV39H2,Q9H5I1,79723
PIEZO2,Q9H5I5,63895
ZBTB3,Q9H5J0,79842
ELOVL6,Q9H5J4,79071
TAF1D,Q9H5J8,79101
POMK,Q9H5K3,84197
THAP9,Q9H5L6,79725
RABEP2,Q9H5N1,79874
PDZD7,Q9H5P4,79955
TFB2M,Q9H5Q4,64216
ZCCHC4,Q9H5U6,29063
IKZF5,Q9H5V7,64376
CDCP1,Q9H5V8,64866
STEEP1,Q9H5V9,63932
CIAO2A,Q9H5X1,84191
SLITRK6,Q9H5Y7,84189
DHX35,Q9H5Z1,60625
FAM124B,Q9H5Z6,79843
PRORY,Q9H606,100533178
OCEL1,Q9H607,79629
ZNF576,Q9H609,79177
PIF1,Q9H611,80119
RERGL,Q9H628,79785
RPP21,Q9H633,79897
NSUN3,Q9H649,63899
IGFLR1,Q9H665,79713
STN1,Q9H668,79991
ASB7,Q9H672,140460
C16orf95,Q9H693,100506581
BICC1,Q9H694,80114
DENND2D,Q9H6A0,79961
PCNX3,Q9H6A9,399909
ZNF385D,Q9H6B1,79750
CLMP,Q9H6B4,79827
EPHX3,Q9H6B9,79852
XKR8,Q9H6D3,55113
HAUS4,Q9H6D7,54930
FNDC4,Q9H6D8,64838
CCDC134,Q9H6E4,79879
TUT1,Q9H6E5,64852
TMEM38A,Q9H6F2,79041
CCDC86,Q9H6F5,79080
REEP4,Q9H6H4,80346
SOX17,Q9H6I2,64321
CSTPP1,Q9H6J7,79096
ILRUN,Q9H6K1,64771
OPA3,Q9H6K4,80207
PRR36,Q9H6K5,80164
TMEM231,Q9H6L2,79583
ARMC7,Q9H6L4,79637
RETREG1,Q9H6L5,54463
MYH16,Q9H6N6,84176
TASP1,Q9H6P5,55617
SLA2,Q9H6Q3,84174
CIAO3,Q9H6Q4,64428
DHX33,Q9H6R0,56919
ACSS3,Q9H6R3,79611
NOL6,Q9H6R4,65083
ZDHHC6,Q9H6R6,64429
WDCP,Q9H6R7,80304
YTHDC2,Q9H6S0,64848
AZI2,Q9H6S1,64343
EPS8L2,Q9H6S3,64787
ESRP2,Q9H6T0,80004
RPAP3,Q9H6T3,79657
BCAS3,Q9H6U6,54828
ALG9,Q9H6U8,79796
LDAH,Q9H6V9,60526
RIOX1,Q9H6W3,79697
ANTXR1,Q9H6X2,84168
TMEM134,Q9H6X4,80194
C19orf44,Q9H6X5,84167
WDR55,Q9H6Y2,54853
MAGIX,Q9H6Y5,79917
RNF167,Q9H6Y7,26001
RANBP3,Q9H6Z4,8498
EGLN3,Q9H6Z9,112399
GAREM1,Q9H706,64762
ZNF552,Q9H707,79818
RUBCNL,Q9H714,80183
CWH43,Q9H720,80157
SPRING1,Q9H741,79794
LRRC19,Q9H756,64922
ASB8,Q9H765,140461
GREM2,Q9H772,64388
DCTPP1,Q9H773,79077
ELAC1,Q9H777,55520
SH2D4A,Q9H788,63898
EXO5,Q9H790,64789
PEAK1,Q9H792,79834
CPLANE1,Q9H799,65250
RPF2,Q9H7B2,84154
SMYD3,Q9H7B4,64754
PKD1L1-AS1,Q9H7B7,80099
SYNC,Q9H7C4,81493
AAMDC,Q9H7C9,28971
DOCK5,Q9H7D0,80005
WDR26,Q9H7D7,80232
TDRD3,Q9H7E2,81550
C8orf33,Q9H7E9,65265
ATP13A3,Q9H7F0,79572
TMEM185B,Q9H7F4,79134
METTL17,Q9H7H0,64745
PPP1R3E,Q9H7J1,90673
KIR3DX1,Q9H7L2,90011
SUDS3,Q9H7L9,64426
ZSWIM4,Q9H7M6,65249
VSIR,Q9H7M9,64115
SCAF1,Q9H7N4,58506
MVB12B,Q9H7P6,89853
PLEKHG2,Q9H7P9,64857
ZNF442,Q9H7R0,79973
ZNF665,Q9H7R5,79788
ZNF703,Q9H7S9,80139
CATSPERB,Q9H7T0,79820
C10orf95,Q9H7T3,79946
AUNIP,Q9H7T9,79000
CCSER2,Q9H7U1,54462
SYNDIG1,Q9H7V2,79953
NAA60,Q9H7X0,79903
C1orf115,Q9H7X2,79762
ZNF696,Q9H7X3,79943
IFT22,Q9H7X7,64792
DIPK2B,Q9H7Y0,79742
NRDE2,Q9H7Z3,55051
KAT8,Q9H7Z6,84148
PTGES2,Q9H7Z7,80142
TLE6,Q9H808,79816
PACC1,Q9H813,55248
PHAX,Q9H814,51808
DCLRE1B,Q9H816,64858
DNAJC18,Q9H819,202052
METTL8,Q9H825,79828
UBE2Z,Q9H832,65264
GEMIN7,Q9H840,79760
NIPAL2,Q9H841,79815
ACAD9,Q9H845,28976
TUBA4B,Q9H853,80086
NT5DC2,Q9H857,64943
VCPKMT,Q9H867,79609
YY1AP1,Q9H869,55249
RMND5A,Q9H871,64795
PRKRIP1,Q9H875,79706
TTC12,Q9H892,54970
ZMAT4,Q9H898,79698
KAT14,Q9H8E8,57325
ZNF430,Q9H8G1,80264
CAAP1,Q9H8G2,79886
NOL11,Q9H8H0,25926
DDX31,Q9H8H2,64794
METTL7A,Q9H8H3,25840
MANSC1,Q9H8J5,54682
C10orf88,Q9H8K7,80007
MMRN2,Q9H8L6,79812
COQ10B,Q9H8M1,80219
BRD9,Q9H8M2,65980
CNNM2,Q9H8M5,54805
MINDY3,Q9H8M7,80013
EVA1A,Q9H8M9,84141
ZNF395,Q9H8N7,55893
SRD5A3,Q9H8P0,79644
HEXA-AS1,Q9H8Q6,80072
CCNP,Q9H8S5,79935
MOB1A,Q9H8S9,55233
AKTIP,Q9H8T0,64400
ZFAND3,Q9H8U3,60685
ECT2,Q9H8V3,1894
LINC00472,Q9H8W2,79940
FAM204A,Q9H8W3,63877
PLEKHF2,Q9H8W4,79666
TRIM45,Q9H8W5,80263
IPPK,Q9H8X2,64768
LINC00574,Q9H8X3,80069
ZDHHC11,Q9H8X9,79844
VRTN,Q9H8Y1,55237
ANKZF1,Q9H8Y5,55139
GORASP2,Q9H8Y8,26003
ZWILCH,Q9H900,55055
REEP1,Q9H902,65055
MTHFD2L,Q9H903,441024
JPT2,Q9H910,90861
RNF121,Q9H920,55298
SP140L,Q9H930,93349
SLC25A22,Q9H936,79751
PSTPIP2,Q9H939,9050
MED20,Q9H944,9477
ZNF702P,Q9H963,79986
WDR76,Q9H967,79968
C14orf93,Q9H972,60686
QTRT2,Q9H974,79691
WDR54,Q9H977,84058
ACTR8,Q9H981,93973
SYNPO2L,Q9H987,79933
MARCHF7,Q9H992,64844
ARMT1,Q9H993,79624
PANK3,Q9H999,79646
CNOT10,Q9H9A5,25904
LRRC40,Q9H9A6,55631
RMI1,Q9H9A7,80010
EHMT1,Q9H9B1,79813
SFXN1,Q9H9B4,94081
VIPAS39,Q9H9C1,63894
ZNF408,Q9H9D4,79797
ANKRA2,Q9H9E1,57763
COG4,Q9H9E3,25839
ACTR5,Q9H9F9,79913
AGO3,Q9H9G7,192669
VPS37B,Q9H9H4,79720
MAP6D1,Q9H9H5,79929
MRPL44,Q9H9J2,65080
USP42,Q9H9J4,84132
ERVMER34-1,Q9H9K5,100288413
ISG20L2,Q9H9L3,81875
KANSL2,Q9H9L4,54934
AKIRIN1,Q9H9L7,79647
CHODL,Q9H9P2,140578
UNKL,Q9H9P5,64718
L2HGDH,Q9H9P8,79944
COPS7B,Q9H9Q2,64708
NHEJ1,Q9H9Q4,79840
DBNDD1,Q9H9R9,79007
NANOG,Q9H9S0,79923
SEC61A2,Q9H9S3,55176
CAB39L,Q9H9S4,81617
FKRP,Q9H9S5,79147
ELP3,Q9H9T3,55140
RNF122,Q9H9V4,79845
JMJD4,Q9H9V9,65094
RPF1,Q9H9Y2,80135
GPN2,Q9H9Y4,54707
POLR1B,Q9H9Y6,84172
LIN28A,Q9H9Z2,79727
ZMAT3,Q9HA38,64393
UCK1,Q9HA47,83549
FN3KRP,Q9HA64,79672
TBC1D17,Q9HA65,79735
CALHM2,Q9HA72,51063
CARS2,Q9HA77,79587
CERS4,Q9HA82,79603
EFCC1,Q9HA90,79825
RSAD1,Q9HA92,55316
SLC52A2,Q9HAB3,79581
PPCS,Q9HAB8,79717
SUGCT,Q9HAC7,79783
UBTD1,Q9HAC8,80019
WDR41,Q9HAD4,55255
CLXN,Q9HAE3,79645
MEAF6,Q9HAF1,64769
ZNF556,Q9HAH1,80032
FBRS,Q9HAH7,64319
TASL,Q9HAI6,80231
SAP30L,Q9HAJ7,79685
EBF2,Q9HAK2,64641
NMNAT1,Q9HAN9,64802
MLXIP,Q9HAP2,22877
LIN7B,Q9HAP6,64130
KIF9,Q9HAQ2,64147
ADGRL3,Q9HAR2,23284
C17orf75,Q9HAS0,64149
SLC28A3,Q9HAS3,64078
ROPN1,Q9HAT0,54763
LMAN1L,Q9HAT1,79748
SIAE,Q9HAT2,54414
PELI2,Q9HAT8,57161
PLEKHA5,Q9HAU0,54477
SMURF2,Q9HAU4,64750
UPF2,Q9HAU5,26019
TPT1P8,Q9HAU6,59347
RNPEPL1,Q9HAU8,57140
GNB4,Q9HAV0,59345
XPO5,Q9HAV4,57510
EDA2R,Q9HAV5,60401
GRPEL1,Q9HAV7,80273
BRF2,Q9HAW0,55290
CLSPN,Q9HAW4,63967
UGT1A7,Q9HAW7,54577
UGT1A10,Q9HAW8,54575
UGT1A8,Q9HAW9,54576
MAGEF1,Q9HAY2,64110
BCO1,Q9HAY6,53630
CLK4,Q9HAZ1,57396
PRDM16,Q9HAZ2,63976
ELOVL3,Q9HB03,83401
MYG1,Q9HB07,60314
BCL2L12,Q9HB09,83596
KCNK13,Q9HB14,56659
KCNK12,Q9HB15,56660
PLEKHA2,Q9HB19,59339
PLEKHA3,Q9HB20,65977
PLEKHA1,Q9HB21,59338
IL1RL2,Q9HB29,8808
SEBOX,Q9HB31,645832
SCPEP1,Q9HB40,59342
CYP3A43,Q9HB55,64816
SP110,Q9HB58,3431
NTN4,Q9HB63,59277
ELL3,Q9HB65,80237
CACYBP,Q9HB71,27101
PIDD1,Q9HB75,55367
NMUR1,Q9HB89,10316
RRAGC,Q9HB90,64121
FANCE,Q9HB96,2178
TRPV4,Q9HBA0,59341
FOLH1B,Q9HBA9,219595
CDHR5,Q9HBB8,53841
RC3H2,Q9HBD1,54542
PATZ1,Q9HBE1,23598
IL21,Q9HBE4,59067
IL21R,Q9HBE5,50615
ZFYVE1,Q9HBF4,53349
ST20,Q9HBF5,400410
ATP6V0A4,Q9HBG4,50617
IFT122,Q9HBG6,55764
LY9,Q9HBG7,4063
RHOF,Q9HBH0,54509
PDF,Q9HBH1,64146
RDH14,Q9HBH5,57665
BEX1,Q9HBH7,55859
MKNK2,Q9HBH9,2872
PARVG,Q9HBI0,64098
PARVB,Q9HBI1,29780
C3orf14,Q9HBI5,57415
CYP4F11,Q9HBI6,57834
PLAC1,Q9HBJ0,10761
USP29,Q9HBJ7,57663
CLTRN,Q9HBJ8,57393
AS3MT,Q9HBK9,57412
TNS1,Q9HBL0,7145
LRTM1,Q9HBL6,57408
PLGRKT,Q9HBL7,55848
NMRAL1,Q9HBL8,57407
VEZT,Q9HBM0,55591
SPC25,Q9HBM1,57405
TAF9B,Q9HBM6,51616
GOLGA2P5,Q9HBQ8,55592
SLC38A10,Q9HBR0,124565
CDH20,Q9HBT6,28316
ZNF287,Q9HBT7,57336
ZNF286A,Q9HBT8,57335
BARX1,Q9HBU1,56033
ETNK1,Q9HBU6,55500
POPDC2,Q9HBU9,64091
POPDC3,Q9HBV1,64208
SPACA1,Q9HBV2,81833
LPAR2,Q9HBW0,9170
LRRC4,Q9HBW1,64101
ADGRL4,Q9HBW9,64123
SND1-IT1,Q9HBX3,27099
LGR6,Q9HBX8,59352
RXFP1,Q9HBX9,59350
NOX3,Q9HBY0,50508
SGK2,Q9HBY8,10110
ARNT2,Q9HBZ2,9915
TMEM165,Q9HC07,55858
OTOF,Q9HC10,9381
APOBEC3G,Q9HC16,60489
SLC25A19,Q9HC21,60386
PROK2,Q9HC23,60675
TMBIM4,Q9HC24,51643
NOD2,Q9HC29,64127
EML4,Q9HC35,27436
MRM3,Q9HC36,55178
GLOD4,Q9HC38,51031
GPBP1L1,Q9HC44,60313
CBX8,Q9HC52,57332
PCDH9,Q9HC56,5101
WFDC1,Q9HC57,58189
SLC24A3,Q9HC58,57419
SENP2,Q9HC62,59343
CRLF2,Q9HC73,64109
CENPJ,Q9HC77,55835
ZBTB20,Q9HC78,26137
MUC5B,Q9HC84,727897
CAPN10,Q9HC96,11132
GPR35,Q9HC97,2859
NEK6,Q9HC98,10783
SPON1,Q9HCB6,10418
MCCC2,Q9HCC0,64087
HES4,Q9HCC6,57801
GDPD2,Q9HCC8,54857
ZFYVE28,Q9HCC9,57732
NCOA5,Q9HCD5,57727
TANC2,Q9HCD6,26115
EPG5,Q9HCE0,57724
MOV10,Q9HCE1,4343
ZNF532,Q9HCE3,55205
METTL14,Q9HCE5,57721
